Indicador,Indicador (descrição),Temas,Regionalizado por,Responsável,Interessado,Variável,Variável (descrição),Fonte checada,Forma de obtenção
613,12.05.16 Número de catadores cooperados do sistema de coleta seletiva,"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMDET,SMDET,V0654,Número de catadores cooperados incluídos no sistema de coleta seletiva ,SPRegula,Envio da Secretaria
614,12.05.17 Quantidade de resíduos coletados pelos catadores (t),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMDET,SMDET,V0655,Quantidade de resíduos coletados pelos catadores,SPRegula,Envio da Secretaria
616,02.01.01 Quantidade de alimentos doados pelo programa Banco de Alimentos (kg),"Assistência Social, ODS São Paulo",    1 Municipio(s),SMDHC,SMDHC,V0657,Alimentos doados pelo programa Banco de Alimentos da Prefeitura Municipal de São Paulo para entidades socioassistenciais (Kg),SMDET,Envio da Secretaria
617,12.03.01 Arrecadação de alimentos do Banco de Alimentos Municipal (kg),"Assistência Social, ODS São Paulo",    1 Municipio(s),SMDHC,SMDHC,V0658,Arrecadação de alimentos do Banco de Alimentos Municipal (Kg),SMDET,Envio da Secretaria
618,09.05.01 Empregos em pesquisa e desenvolvimento científico ,"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),CAGI,SMDET,V0659,Empregos em pesquisa e desenvolvimento científico,RAIS,RAIS - Microdados
619,09.0c.08 Capacidade de atendimento do conjunto dos espaços de trabalho colaborativos gratuitos - Teias ,"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),SMDET,SMDET,V0660,Número de pessoas que os espaços de trabalho colaborativos (Teias) podem atender simultaneamente,SMDET,Envio da Secretaria
620,09.0c.09 Número de circulantes nos espaços de trabalho colaborativos gratuitos - Teias,"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),SMDET,SMDET,V0661,Número total de acessos aos espaços de trabalho colaborativos (Teias),SMDET,Envio da Secretaria
621,10.07.03 Microempreendedores Individuais de nacionalidade estrangeira,"Trabalho e Renda, ODS São Paulo",    1 Municipio(s),SMDET,SMDET,V0662,Número de microempreendedores individuais de nacionalidade estrangeira,Receita Federal,Receita Federal - Total de Microempreendedores Individuais
622,17.11.01 Valor total das exportações da indústria de transformação no Município (em bilhões US$),"Economia, ODS São Paulo",    1 Municipio(s),SMDET,SMDET,V0663,Valor total das exportações da indústria de transformação no Município (em bilhões US$),Seade. Siscomex.,Seade
623,17.11.02 Valor das exportações do agronegócio no Município (em bilhões US$),"Economia, ODS São Paulo",    1 Municipio(s),SMDET,SMDET,V0664,Valor das exportações do agronegócio no Município (em bilhões US$),Seade. Siscomex.,Seade
624,17.11.03 Número de exportadores de produtos no Município ,"Economia, ODS São Paulo",    1 Municipio(s),SMDET,SMDET,V0665,Número de exportadores de produtos no Município ,Secretaria de Comércio Exterior ,Secretaria de Comércio Exterior 
625,11.02.19 Percentual de pontos de parada de ônibus com abrigo para os passageiros (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0666,Número de pontos de parada de ônibus com abrigo,SPtrans,Envio da Secretaria
625,11.02.19 Percentual de pontos de parada de ônibus com abrigo para os passageiros (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0667,Número de pontos de parada de ônibus,SPtrans,Envio da Secretaria
626,11.02.20 Percentual de transações de embarque no transporte público municipal com Bilhete Único da pessoa com deficiência (%),"Acessibilidade e Pessoa com Deficiência, Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0669,Número de transações de embarque com Bilhete Único da Pessoa com Deficiência,SPtrans,Envio da Secretaria
626,11.02.20 Percentual de transações de embarque no transporte público municipal com Bilhete Único da pessoa com deficiência (%),"Acessibilidade e Pessoa com Deficiência, Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0668,Número de transações de embarque no transporte público municipal,SPtrans,Site Secretaria
627,11.02.21 Percentual de transações de embarque no transporte público municipal com Bilhete Único do estudante - gratuidade (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0670,Número de transações de embarque com Bilhete Único de estudante (com gratuidade),SPtrans,Envio da Secretaria
627,11.02.21 Percentual de transações de embarque no transporte público municipal com Bilhete Único do estudante - gratuidade (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0668,Número de transações de embarque no transporte público municipal,SPtrans,Site Secretaria
628,11.02.23 Percentual de transações de embarque no transporte público municipal com Bilhete Único do idoso (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0671,Número de transações de embarque com Bilhete Único do idoso,SPtrans,Envio da Secretaria
628,11.02.23 Percentual de transações de embarque no transporte público municipal com Bilhete Único do idoso (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0668,Número de transações de embarque no transporte público municipal,SPtrans,Site Secretaria
629,11.02.22 Percentual de transações de embarque no transporte público municipal com Bilhete Único do estudante - desconto de 50% (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0672,Número de transações de embarque com Bilhete Único de estudante (com desconto de 50%) ,SPtrans,Envio da Secretaria
629,11.02.22 Percentual de transações de embarque no transporte público municipal com Bilhete Único do estudante - desconto de 50% (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0668,Número de transações de embarque no transporte público municipal,SPtrans,Site Secretaria
630,11.02.24 Percentual de transações de embarque no transporte público municipal com Bilhete Único da gestante (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0668,Número de transações de embarque no transporte público municipal,SPtrans,Site Secretaria
630,11.02.24 Percentual de transações de embarque no transporte público municipal com Bilhete Único da gestante (%),"Mobilidade e Segurança no Trânsito, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0673,Número de transações de embarque com Bilhete Único da gestante,SPtrans,Envio da Secretaria
631,11.06.04 Redução acumulada da emissão de óxidos de nitrogênio (NOx) pela frota de ônibus municipais (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0674,Diferença de emissão NOx,SPtrans,Envio da Secretaria
631,11.06.04 Redução acumulada da emissão de óxidos de nitrogênio (NOx) pela frota de ônibus municipais (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0265,Emissão de NOx (t),SPtrans,Envio da Secretaria
632,11.06.05 Redução acumulada da emissão de material particulado (MP) pela frota de ônibus municipais (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0264,Emissão de material particulado (t),SPtrans,Envio da Secretaria
632,11.06.05 Redução acumulada da emissão de material particulado (MP) pela frota de ônibus municipais (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0675,Diferença de emissão MP,SPtrans,Envio da Secretaria
633,11.06.06 Redução acumulada da emissão de dióxido de carbono (CO2) pela frota de ônibus municipais (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0676,Diferença de emissão CO2,SPtrans,Envio da Secretaria
633,11.06.06 Redução acumulada da emissão de dióxido de carbono (CO2) pela frota de ônibus municipais (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SMT/SETRAM,SMT/SETRAM,V0263,Emissão de CO2 (kg),SPtrans,Envio da Secretaria
635,11.05.04 Número de setores com risco geológico alto (R3) e risco geológico muito alto (R4),"Moradia e Saneamento Básico, ODS São Paulo, Zeladoria",    1 Municipio(s),SMSU,SMSU,V0678,Setores com risco geológico alto (R3) e risco geológico muito alto (R4),SMSU/COMDEC,GeoSampa
636,11.05.05 Número de moradias em setores de risco geológico alto ou muito alto,"Moradia e Saneamento Básico, ODS São Paulo, Zeladoria",    1 Municipio(s),SMSU,SMSU,V0679,Moradias em setores de risco geológico alto e muito alto,SMSU/COMDEC,GeoSampa
637,11.05.06 Áreas de risco geológico na cidade de São Paulo (m²),"Moradia e Saneamento Básico, ODS São Paulo, Zeladoria",    1 Municipio(s)    32  Subprefeitura(s),SMSU,SMSU,V0680,Área de risco geológico na cidade de São Paulo (m²),SMSU/COMDEC,GeoSampa
638,11.03.04 Reuniões realizadas do Conselho Municipal de Política Urbana - CMPU (%),"Desenvolvimento Urbano, ODS São Paulo",    1 Municipio(s),SMUL,SMUL,V0681,Reuniões realizadas do Conselho Municipal de Política Urbana (CMPU),SMUL,Envio da Secretaria
638,11.03.04 Reuniões realizadas do Conselho Municipal de Política Urbana - CMPU (%),"Desenvolvimento Urbano, ODS São Paulo",    1 Municipio(s),SMUL,SMUL,V0682,Total de reuniões da Comissão Municipal de Política Urbana (CMPU) previstas na Lei 16.050/2014 - PDE,SMUL,Envio da Secretaria
639,11.03.05 Participação da sociedade civil em reuniões do órgão colegiado de planejamento urbano da cidade - CMPU (%),"Desenvolvimento Urbano, ODS São Paulo",    1 Municipio(s),SMUL,SMUL,V0683,Somatória das presenças dos representantes da sociedade civil nas reuniões da CMPU realizadas no ano,SMUL,Envio da Secretaria
639,11.03.05 Participação da sociedade civil em reuniões do órgão colegiado de planejamento urbano da cidade - CMPU (%),"Desenvolvimento Urbano, ODS São Paulo",    1 Municipio(s),SMUL,SMUL,V0684,Total de representantes da sociedade civil no CMPU previstos na Lei 16.050/2014 - PDE,SMUL,Envio da Secretaria
639,11.03.05 Participação da sociedade civil em reuniões do órgão colegiado de planejamento urbano da cidade - CMPU (%),"Desenvolvimento Urbano, ODS São Paulo",    1 Municipio(s),SMUL,SMUL,V0681,Reuniões realizadas do Conselho Municipal de Política Urbana (CMPU),SMUL,Envio da Secretaria
640,17.18.03 Secretarias que disponibilizam dados no GeoSampa (%),"Gestão Pública, ODS São Paulo",    1 Municipio(s),SMUL,SMUL,V0391,Total de secretarias municipais,SEGES,Envio da Secretaria
640,17.18.03 Secretarias que disponibilizam dados no GeoSampa (%),"Gestão Pública, ODS São Paulo",    1 Municipio(s),SMUL,SMUL,V0685,Secretarias municipais que disponibilizam seus dados no GeoSampa,SMUL,Envio da Secretaria
641,17.18.01 Número de camadas disponibilizadas no GeoSampa,"Gestão Pública, ODS São Paulo",    1 Municipio(s),SMUL,SMUL,V0686,Camadas de dados disponibilizadas online aos munícipes pelo portal GeoSampa ,SMUL,GeoSampa
642,17.18.02 Número de novas camadas disponibilizadas no GeoSampa,"Gestão Pública, ODS São Paulo",    1 Municipio(s),SMUL,SMUL,V0687,Novas camadas (mapas) disponibilizadas online aos munícipes no GeoSampa,SMUL,GeoSampa
643,17.18.04 Número de visitas ao GeoSampa,"Gestão Pública, ODS São Paulo",    1 Municipio(s),SMUL,SMUL,V0688,Acessos ao GeoSampa,SMUL,Envio da Secretaria
644,11.05.07 Número de setores com risco hidrológico alto (R3) e risco hidrológico muito alto (R4) ,"Moradia e Saneamento Básico, ODS São Paulo, Zeladoria",    1 Municipio(s),SMSU,SMSU,V0689,Número de setores com risco hidrológico alto (R3) e risco hidrológico muito alto (R4) (número absoluto) ,SMSU/COMDEC,GeoSampa
645,11.05.08 Número de moradias em setores de risco hidrológico alto e muito alto ,"Moradia e Saneamento Básico, ODS São Paulo",    1 Municipio(s),SMSU,SMSU,V0690,Número de moradias em setores de risco hidrológico alto e muito alto,SMSU/COMDEC,GeoSampa
646,11.05.09 Áreas de risco hidrológico na cidade de São Paulo (m²),"Moradia e Saneamento Básico, ODS São Paulo, Zeladoria",    1 Municipio(s),SMSU,SMSU,V0691,Áreas de risco hidrológico na cidade de São Paulo (m²),SMSU/COMDEC,GeoSampa
647,11.05.11 Número de pessoas mobilizadas para apoiarem os Núcleos de Defesa Civil (NUDECs) ,"Moradia e Saneamento Básico, ODS São Paulo",    1 Municipio(s),SMSU,SMSU,V0692,Número de pessoas mobilizadas para apoiarem os Núcleos de Defesa Civil (NUDECs) ,SMSU,Envio da Secretaria
648,03.09.01 Sentinela VigiAR – Notificação de agravos respiratórios em crianças menores de 5 anos nas unidades sentinela,"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0693,Notificação de agravos respiratórios em crianças menores de 5 anos nas unidades sentinela,SMS,Envio da Secretaria
649,03.09.03 VigiSolo - Monitoramento de áreas contaminadas com mudança de uso,"Meio Ambiente, ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0695,Número de áreas contaminadas com mudança de uso do solo notificadas pela Secretaria Municipal do Verde e do Meio Ambiente (SVMA) para a Divisão de Vigilância em Saúde Ambiental (DIVISAM/COVISA/SMS-SP),SVMA,Envio da secretaria
650,03.09.04 VigiSolo - Monitoramento de áreas contaminadas sem mudança de uso,"Meio Ambiente, ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0696,Número de áreas contaminadas sem mudança de uso do solo notificadas pela Secretaria Municipal do Verde e do Meio Ambiente (SVMA) para a Divisão de Vigilância em Saúde Ambiental (DIVISAM/COVISA/SMS-SP)',SVMA,Envio da secretaria
651,03.09.05 VigiSolo - Inspeções em áreas contaminadas com risco confirmado,"Meio Ambiente, ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0697,Número de inspeções em áreas contaminadas com risco confirmado,SVMA,Envio da secretaria
652,03.09.06 VigiQuim - Monitoramento de áreas contaminadas com substâncias químicas prioritárias,"Meio Ambiente, ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0698,Número de áreas contaminadas com substâncias químicas prioritárias encaminhadas pela CETESB para a Divisão de Vigilância em Saúde Ambiental (DIVISAM/COVISA/SMS-SP),SVMA,Envio da secretaria
653,03.09.07 VigiDesastres – Averiguações de impactos à saúde humana decorrentes de desastres naturais/tecnológicos,"Meio Ambiente, ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0699,Número de notificações de acidentes de trabalho de mulheres no município,SMS,Envio da Secretaria
654,03.09.02 Sentinela VigiAR - Capacitações de profissionais da saúde para melhoria dos registros,"Meio Ambiente, ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0694,Número de capacitações de profissionais da saúde nas unidades sentinela,SMS,Envio da Secretaria
655,08.08.02 Número de notificações de acidentes de trabalho de mulheres,"Trabalho e Renda, ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0700,Número de notificações de acidentes de trabalho de mulheres,SINAN,Envio da secretaria
656,05.06.02 Número de pessoas em terapia hormonal no processo transexualizador,"ODS São Paulo, Saúde",    1 Municipio(s),SMS,SMS,V0701,Número de pessoas em terapia hormonal no processo transexualizador,SMS,Envio da Secretaria
657,01.0a.02 Despesa realizada pela Prefeitura Municipal de São Paulo com a função orçamentária Assistência Social (R$),"Assistência Social, ODS São Paulo",    1 Municipio(s),CAGI,SF,V0132,Valor liquidado no orçamento da Prefeitura Municipal de São Paulo com a função orçamentária Assistência Social,SF,Dados Abertos
658,04.06.02 Número de Matrículas na Educação de Jovens e Adulto na rede municipal (EJA) ,"Educação, ODS São Paulo",    1 Municipio(s),SME,SME,V0702,Número de Matrículas na Educação de Jovens e Adultos (EJA) - rede municipal,SME/DIE,Dados Abertos
659,11.01.11 Número de pessoas cadastradas no sistema de cadastro de demanda aberta da COHAB,"Moradia e Saneamento Básico, ODS São Paulo",    1 Municipio(s),SEHAB,SEHAB,V0703,Pessoas cadastradas no sistema de cadastro de demanda aberta da COHAB,COHAB,Site da Secretaria
660,01.05.02 Número de famílias em atendimento habitacional provisório (Auxílio Aluguel) por situação de risco e emergência ,"Moradia e Saneamento Básico, ODS São Paulo",   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SEHAB,SEHAB,V0704,Número de famílias em atendimento habitacional provisório (Auxílio Aluguel) por situação de risco e emergência,SEHAB,HABITASAMPA
661,01.05.03 Famílias em atendimento habitacional provisório por situação de risco e emergência (%),"Moradia e Saneamento Básico, ODS São Paulo",    1 Municipio(s),SEHAB,SEHAB,V0574,Número de famílias beneficiárias de Auxílio Aluguel,SEHAB,HABITASAMPA
661,01.05.03 Famílias em atendimento habitacional provisório por situação de risco e emergência (%),"Moradia e Saneamento Básico, ODS São Paulo",    1 Municipio(s),SEHAB,SEHAB,V0704,Número de famílias em atendimento habitacional provisório (Auxílio Aluguel) por situação de risco e emergência,SEHAB,HABITASAMPA
662,05.0a.04 Número de termos de Permissão de Uso (TPU) emitidos em nome da mulher da família,"Moradia e Saneamento Básico, ODS São Paulo",    1 Municipio(s),SEHAB,SEHAB,V0705,Termos de Permissão de Uso (TPU) emitidos em nome da mulher da família,SEHAB,Envio da Secretaria
663,05.0a.03 Termos de Permissão de Uso emitidos em nome da mulher da família (%),"Moradia e Saneamento Básico, ODS São Paulo",    1 Municipio(s),SEHAB,SEHAB,V0706,Termos de Permissão de Uso (TPU) emitidos,SEHAB,Envio da Secretaria
663,05.0a.03 Termos de Permissão de Uso emitidos em nome da mulher da família (%),"Moradia e Saneamento Básico, ODS São Paulo",    1 Municipio(s),SEHAB,SEHAB,V0705,Termos de Permissão de Uso (TPU) emitidos em nome da mulher da família,SEHAB,Envio da Secretaria
664,"11.03.02 Participação dos recursos liquidados em infraestrutura e serviços urbanos, provisão habitacional, regularização fundiária e urbanização de favelas no total de recursos liquidados pelo Tesouro Municipal (%)","Desenvolvimento Urbano, ODS São Paulo",    1 Municipio(s),SF,SMUL,V0707,Recursos liquidados pelo Tesouro Municipal,SMUL,Dados Abertos
664,"11.03.02 Participação dos recursos liquidados em infraestrutura e serviços urbanos, provisão habitacional, regularização fundiária e urbanização de favelas no total de recursos liquidados pelo Tesouro Municipal (%)","Desenvolvimento Urbano, ODS São Paulo",    1 Municipio(s),SF,SMUL,V0708,"Recursos liquidados pelo Tesouro Municipal em infraestrutura e serviços urbanos, provisão habitacional, regularização fundiária e urbanização de favelas",SMUL,Dados Abertos
665,01.01.02 População em situação de rua,"Assistência Social, ODS São Paulo",   96 Distrito(s)    1 Municipio(s)    32  Subprefeitura(s),SMADS,SMADS,V0721,População em situação de rua - Total recenseada,SMADS,SMADS - COVS
666,16.02.02 Número de Adolescentes cumprindo medidas socioeducativas em meio aberto (liberdade assistida e prestação de serviços à comunidade) ,"Assistência Social, ODS São Paulo",    1 Municipio(s),SMADS,SMADS,V0710,Adolescentes cumprindo medidas socioeducativas,SMADS,Envio da Secretaria
667,10.07.04 Número de pessoas acolhidas (estrangeiros) nos serviços de acolhimento institucional da Secretaria Municipal de Desenvolvimento e Assistência Social,"Assistência Social, ODS São Paulo",    1 Municipio(s),SMADS,SMADS,V0711,Estrangeiros acolhidos na rede socioassistencial da prefeitura,SMADS,Envio da Secretaria
668,"08.07.02 Número de Crianças e adolescentes abordados em situação de trabalho infantil, por técnicos da SMADS","Assistência Social, ODS São Paulo",    1 Municipio(s),SMADS,SMADS,V0712,Crianças e adolescentes abordados em situação de trabalho infantil,SMADS,Envio da Secretaria
669,08.07.01 Crianças e adolescentes em situação irregular de trabalho infantil atendidos pelos serviços socioassistenciais ,"Assistência Social, ODS São Paulo",    1 Municipio(s),SMADS,SMADS,V0713,Crianças/adolescentes em situação de trabalho infantil e encaminhadas pelos Centros de Referência de Assistência Social para serem atendidas em Serviços Socioassistenciais.,SMADS,Envio da Secretaria
670,"05.02.04 Meninas em acolhimento por motivo de abandono, negligência e/ou maus tratos","Assistência Social, ODS São Paulo",    1 Municipio(s),SMADS,SMADS,V0714,"Crianças e/ou adolescentes de 0 a 17 anos do sexo feminino em acolhimento por motivo de abandono, negligência e/ou maus tratos",SMADS,Envio da Secretaria
671,05.02.03 Número de acolhimentos sigilosos e provisórios para mulheres em situação de violência e para mulheres em situação de rua ,"Assistência Social, ODS São Paulo",    1 Municipio(s),SMADS,SMADS,V0715,Acolhimentos realizados nos serviços de serviços de acolhimento sigiloso e provisório para mulheres em situação de violência.,SMADS,Envio da Secretaria
672,"01.05.01 Pessoas afetadas por eventos climáticos extremos, atendidos pela política de assistência social","Assistência Social, ODS São Paulo",    1 Municipio(s),SMADS,SMADS,V0716,"Afetados por eventos climáticos extremos como alagamentos, ciclones, deslizamentos, enxurradas, inundações, secas, incêndios, dentre outros atendidos pela política de assistência social.",SMADS,Envio da Secretaria
673,01.02.02 Quantidade de famílias em situação de baixa renda (renda por pessoa de ¼ até ½ salário mínimo),"Assistência Social, ODS São Paulo",    1 Municipio(s),SMADS,SMADS,V0717,Famílias com renda per capita acima de ¼ até ½ salário-mínimo cadastradas no CadÚnico,SMADS,Microdados do Cadastro Único
674,01.02.01 Quantidade de famílias em situação de pobreza (renda por pessoa de ? até ¼ de salário-mínimo) ,"Assistência Social, ODS São Paulo",    1 Municipio(s),SMADS,SMADS,V0718,Famílias com renda per capita acima de  ⅛ e abaixo de ¼  de salário-mínimo cadastradas no CadÚnico,SMADS,Microdados do Cadastro Único
675,01.03.03 Valor médio do benefício do Programa Bolsa Família (R$),"Assistência Social, ODS São Paulo",    1 Municipio(s),SMADS,SMADS,V0719,Valor médio do benefício do Programa Bolsa Família (R$),SMADS,Envio da Secretaria
676,01.01.03 Atendimento da população em situação de rua (%),"Assistência Social, ODS São Paulo",    1 Municipio(s),SMADS,SMADS,V0721,População em situação de rua - Total recenseada,SMADS,SMADS - COVS
677,16.07.01 Número de Consultas Públicas feitas pelo Participe+,"Gestão Pública, ODS São Paulo",    1 Municipio(s),SGM,SGM,V0722,Consultas Participe +,Coordenadoria de Governo Aberto/SERI/SGM,Portal Participe+
678,04.07.01 Participação em atividades de Educação Ambiental oferecidas pela UMAPAZ (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0724,Número de vagas oferecidas em atividades de educação ambiental,UMAPAZ/SVMA,Envio da Secretaria
678,04.07.01 Participação em atividades de Educação Ambiental oferecidas pela UMAPAZ (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0725,Número de vagas preenchidas nas atividades de educação ambiental,UMAPAZ/SVMA,Envio da Secretaria
679,11.07.01 Parques totalmente acessíveis (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0727,Número de parques existentes com certificado de acessibilidade no município,SVMA,Envio da Secretaria
679,11.07.01 Parques totalmente acessíveis (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0726,Número de parques existentes no município,SVMA,GeoSampa
680,11.07.02 Parques parcialmentes acessíveis (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0726,Número de parques existentes no município,SVMA,GeoSampa
680,11.07.02 Parques parcialmentes acessíveis (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0728,Número de parques com equipamentos acessíveis,SVMA,Envio da Secretaria
681,11.07.03 Parques em processo de aprovação para certificação de acessibilidade (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0729,"Parques aprovados, mas ainda sem certificação",SVMA,Envio da Secretaria
681,11.07.03 Parques em processo de aprovação para certificação de acessibilidade (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0726,Número de parques existentes no município,SVMA,GeoSampa
682,12.02.01 Proporção de carga horária descentralizada nas atividades de Educação Ambiental oferecidas pela CEA-UMAPAZ no município de São Paulo (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0730,Carga horária de aulas descentralizadas,UMAPAZ/SVMA,Envio da Secretaria
682,12.02.01 Proporção de carga horária descentralizada nas atividades de Educação Ambiental oferecidas pela CEA-UMAPAZ no município de São Paulo (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0731,Carga horária de aulas oferecidas,UMAPAZ/SVMA,Envio da Secretaria
683,12.08.04 Carga horária em atividades oferecidas por ano pela Universidade Aberta do Meio Ambiente e Cultura de Paz - UMAPAZ,"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0731,Carga horária de aulas oferecidas,UMAPAZ/SVMA,Envio da Secretaria
684,12.02.02 Conselhos Gestores de Parques Municipais existentes e em atividade no município de São Paulo (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0732,Número de conselhos gestores de parques existentes e em atividade,SVMA,Site Secretaria
684,12.02.02 Conselhos Gestores de Parques Municipais existentes e em atividade no município de São Paulo (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0733,Número de conselhos gestores de parques existentes,SVMA,Site Secretaria
685,15.01.01 Área do MSP correspondente a parques urbanos e lineares (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0734,Área total de parques urbanos e lineares existentes,SVMA,GeoSampa
685,15.01.01 Área do MSP correspondente a parques urbanos e lineares (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0416,Área do município (Km²),GEOSAMPA,GEOSAMPA
686,12.02.04 Capacitações realizadas pelo CADES,"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0735,Capacitações relizadas pelo CADES - Conselho Municipal do Meio Ambiente e Desenvolvimento Sustentável ,SVMA,Envio da Secretaria
687,12.08.02 Pessoas capacitadas por ano pela Universidade Aberta do Meio Ambiente e Cultura de Paz - UMAPAZ,"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0735,Capacitações relizadas pelo CADES - Conselho Municipal do Meio Ambiente e Desenvolvimento Sustentável ,SVMA,Envio da Secretaria
688,12.08.03 Atividades oferecidas por ano pela Universidade Aberta do Meio Ambiente e Cultura de Paz - UMAPAZ,"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0737,Número de atividades oferecidas por ano pela Universidade Aberta do Meio Ambiente e Cultura de Paz – UMAPAZ,UMAPAZ/SVMA,Envio da Secretaria
689,15.01.02 Área do MSP correspondente a Unidades de Conservação de Proteção Integral (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0738,Área total de parques naturais municipais e de parques estaduais (rurais),SVMA,Envio da Secretaria
689,15.01.02 Área do MSP correspondente a Unidades de Conservação de Proteção Integral (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0416,Área do município (Km²),GEOSAMPA,GEOSAMPA
690,15.01.03 Área do MSP correspondente a Unidades de Conservação de Uso Sustentável (%) ,"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0739,Área total de APA e RPPN,SVMA,GeoSampa
690,15.01.03 Área do MSP correspondente a Unidades de Conservação de Uso Sustentável (%) ,"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0416,Área do município (Km²),GEOSAMPA,GEOSAMPA
691,15.01.04 Área natural protegida no MSP (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0740,Área de vegetação natural protegida (km²),SVMA,GeoSampa
691,15.01.04 Área natural protegida no MSP (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0416,Área do município (Km²),GEOSAMPA,GEOSAMPA
692,15.01.05 Conselhos Gestores em Unidades de Conservação (%),"Meio Ambiente, ODS São Paulo",    1 Municipio(s),SVMA,SVMA,V0741,Parques ou Unidades de Conservação com Conselhos Gestores,SVMA,Envio da Secretaria
